"BY","Stock.ID","stock_name","total_adult_spawner","total_effective_female_spawner","juv_type","juvenile_estimate","age.21","age.31","age.32","age.41","age.42","age.43","age.51","age.52","age.53","age.62","age.63","recruits_no_jacks","total_recruits","X","Return","efs","efs_lag1","efs_lag2","efs_lag3","lnRS","ocean_0","ocean_1","ocean_2","early_sst","np_pinks","early_sst_stnd","np_pinks_stnd"
1997,2,"L.Stuart","907652","415149","",NA,0,0,81,0,351715,0,0,79099,0,0,0,430814,430895,NA,"0.82",415149,27297,17181,40717,0.0370389504957093,0,1,0,-0.613229709710114,401.8196412,-1.05383958635336,0.541927380617668
1998,2,"L.Stuart","138397","67836","",NA,0,0,312,0,264390,0,0,12560,0,0,0,276950,277262,NA,"0.95",67836,415149,27297,17181,1.40674395699796,0,1,0,0.451975591847156,382.8857158,0.539049672918764,0.406240147287113
1999,2,"L.Stuart","61574","33801","",NA,0,0,23,0,117520,0,0,16079,0,0,0,133599,133622,NA,"0.88",33801,67836,415149,27297,1.37435238819445,0,1,0,-0.320505543112472,466.3283391,-0.616105019860779,1.00421961843369
2000,2,"L.Stuart","454397","226267","",NA,0,0,1827,0,868657,0,0,42459,879,0,0,911995,913822,NA,"0.95",226267,33801,67836,415149,1.39391878972431,0,0.999038105889331,0.000961894110669255,-0.302697599659215,361.2705607,-0.589475334658359,0.251338269754108
2001,2,"L.Stuart","351569","179540","",NA,0,0,29,0,415504,0,0,89810,0,0,0,505314,505343,NA,"0.82",179540,226267,33801,67836,1.03478199389859,0,1,0,0.793450806124152,594.4661709,1.04968569804394,1.92250082608639
2002,2,"L.Stuart","34498","17820","",NA,0,0,20,0,121483,0,0,4449,0,0,0,125932,125952,NA,"0.96",17820,179540,226267,33801,1.95542065668809,0,1,0,1.29831849607427,344.0283572,1.80465595542004,0.12777451633204
2003,2,"L.Stuart","36647","19212","",NA,0,0,11,0,15962,0,0,5810,0,0,0,21772,21783,NA,"0.73",19212,17820,179540,226267,0.125089656769376,0,1,0,1.11622422863784,548.7740497,1.53235539293648,1.59505485914324
2004,2,"L.Stuart","83418","51370","",NA,0,0,220,0,263681,0,0,19017,0,0,0,282698,282918,NA,"0.93",51370,19212,17820,179540,1.70532484555792,0,1,0,0.190119614924984,328.1716624,0.147474853955933,0.0141398102832349
2005,2,"L.Stuart","293124","164657","",NA,0,0,89,0,104604,0,0,14988,0,0,0,119592,119681,NA,"0.87",164657,51370,19212,17820,-0.319778572695984,0,1,0,-0.0293573233227009,657.1627969,-0.180727096486455,2.37180711315461
2006,2,"L.Stuart","27504","14283","",NA,0,0,37,0,169398,0,0,5288,0,0,0,174685,174722,NA,"0.97",14283,164657,51370,19212,2.50391433309639,0,1.00000572337771,0,-1.22399525807172,407.2142707,-1.96716763728997,0.58058721138358
2007,2,"L.Stuart","8487","4144","",NA,0,0,48,0,5173,0,0,8547,0,0,0,13720,13768,NA,"0.38",4144,14283,164657,51370,1.19719311734056,0,1,0,-0.606579568402831,653.762543,-1.04389508209157,2.34743968619134
2008,2,"L.Stuart","146569","57879","",NA,0,0,326,0,183527,0,0,6719,0,0,0,190246,190572,NA,"0.96",57879,4144,14283,164657,1.18996334706467,0,1,0,0.050800024765162,435.5747755,-0.0608612090052061,0.783828660310486
2009,2,"L.Stuart","86964","47226","",NA,0,0,40,0,218405,0,0,28780,0,0,0,247185,247225,NA,"0.88",47226,57879,4144,14283,1.65519245574244,0,1,0,0.0112421931371777,577.8224288,-0.12001529416437,1.80322585958545
2010,2,"L.Stuart","95026","54908","",NA,0,0,839,0,284998,0,0,34954,0,0,0,319952,320791,NA,"0.89",54908,47226,57879,4144,1.76251192715323,0,1,0,-0.0692516316853746,355.8470816,-0.240384343032347,0.212471692509376
2011,2,"L.Stuart","4582","940","",NA,0,0,0,0,3688,0,0,255,0,0,0,3943,3943,NA,"0.94",940,54908,47226,57879,1.43381725861358,0,1,0,0.362810721721245,549.4208599,0.405714095523198,1.59969013073505
2012,2,"L.Stuart","","31771","",NA,0,0,0,0,32434,0,0,1954,0,0,0,34388,34388,NA,"0.94",31771,940,54908,47226,0.079153742290697,0,1,0,0.510190324425971,381.53067615,0.626102959379719,0.396529451946478
2013,2,"L.Stuart","","70946","",NA,0,0,1300,0,216144,0,0,13333,0,0,0,229477,230777,NA,"0.94",70946,31771,940,54908,1.17388378232756,0,1,0,1.48932113747965,615.7924859,2.09027794354049,2.07533277288839
2014,2,"L.Stuart","","27869","",NA,0,0,518,0,189126,0,0,0,0,0,0,189126,189644,NA,"",27869,70946,31771,940,1.91489849962817,0,1,0,1.52035005533724,381.53067615,2.1366780411648,0.396529451946478
1950,3,"Stellako","145021","77415","",NA,0,0,4630,0,903768,0,0,30719,0,0,0,934487,939117,NA,"0.97",77415,27869,70946,31771,2.49081715534761,0,1,0,-0.634422090070314,179.7949782,-1.08561302113852,-1.04918020099449
1951,3,"Stellako","96076","51413","",NA,0,0,26,0,354049,0,0,101292,0,0,0,455341,455367,NA,"0.78",51413,77415,27869,70946,2.18115553003196,0,1,0,-0.0905815455059216,294.413004,-0.27240360909742,-0.22778672436168
1952,3,"Stellako","40384","19920","",NA,0,0,23,0,93984,0,0,16694,0,0,0,110678,110701,NA,"0.85",19920,51413,77415,27869,1.71490083248697,0,1,0,-0.642065857835898,260.8135208,-1.09704281237523,-0.468572552996268
1953,3,"Stellako","42134","20388","",NA,0,0,30,0,156192,0,0,18023,0,0,0,174215,174245,NA,"0.9",20388,19920,51413,77415,2.14534367615546,0,1,0,-0.973261825373918,362.0339953,-1.59228297187401,0.256809313212578
1954,3,"Stellako","141859","72273","",NA,0,0,3311,0,1140205,0,0,67783,0,0,0,1207988,1211299,NA,"0.94",72273,20388,19920,51413,2.81626082923684,0,1,0,0.00693458248915148,187.0299165,-0.126586909875561,-0.997332063827736
1955,3,"Stellako","51739","29937","",NA,0,0,28,0,602677,0,0,27091,0,0,0,629768,629796,NA,"0.96",29937,72273,20388,19920,3.0462563240249,0,1,0,0.483746400203301,240.0020938,0.586393874313949,-0.617714629540566
1956,3,"Stellako","38438","22276","",NA,0,0,92,0,220400,0,0,26243,0,0,0,246643,246735,NA,"0.89",22276,29937,72273,20388,2.40443208125363,0,1,0,1.36647286515604,125.0629748,1.90634229804229,-1.44140917407286
1957,3,"Stellako","38522","18044","",NA,0,0,8,0,143835,0,0,8000,0,0,0,151835,151843,NA,"0.95",18044,22276,29937,72273,2.12998118537392,0,1,0,0.0981750566451328,182.1236784,0.00984575055097538,-1.03249190838115
1958,3,"Stellako","112251","61581","",NA,0,0,1156,0,323089,0,0,16215,0,0,0,339304,340460,NA,"0.95",61581,18044,22276,29937,1.70654307929485,0,1,0,-0.0312903871022449,162.859114,-0.183745033442106,-1.17054861820395
1959,3,"Stellako","79305","41872","",NA,0,0,17,0,514918,0,0,26485,0,0,0,541403,541420,NA,"0.95",41872,61581,18044,22276,2.55954657256657,0,1,0,0.441754791719849,224.2375817,0.523603463435628,-0.730688721624771
1960,3,"Stellako","38880","22718","",NA,0,0,19,0,143340,0,0,21155,0,0,0,164495,164514,NA,"0.87",22718,41872,61581,18044,1.97972261279748,0,1,0,-0.0517373006852008,146.2015324,-0.214319477990313,-1.28992276347664
1961,3,"Stellako","46863","18136","",NA,0,0,288,0,137046,0,0,10068,0,0,0,147114,147402,NA,"0.93",18136,22718,41872,61581,2.09330888322493,0,1,0,0.726493536728045,205.1036429,0.949375741225076,-0.867809322009527
1962,3,"Stellako","124485","44532","",NA,0,0,100,0,572029,0,0,17376,0,0,0,589405,589505,NA,"0.97",44532,18136,22718,41872,2.58290552160441,0,1,0,-0.577838242751929,161.1151013,-1.00100271087623,-1.18304683255502
1963,3,"Stellako","138794","41535","",NA,0,0,977,0,713487,0,0,13462,0,0,0,726949,727926,NA,"0.98",41535,44532,18136,22718,2.86231987847503,0,1,0,-0.95382141285256,175.2447665,-1.56321355696124,-1.08178863393156
1964,3,"Stellako","30890","16182","",NA,0,0,194,0,170674,0,0,6969,0,0,0,177643,177837,NA,"0.96",16182,41535,44532,18136,2.39587640498392,0,1,0,-0.150942658373013,172.0482063,-0.362662096801957,-1.10469631950385
1965,3,"Stellako","39385","20479","",NA,0,0,179,0,231100,0,0,12372,0,0,0,243472,243651,NA,"0.95",20479,16182,41535,44532,2.47560197532358,0,1,0,-0.126586735946503,220.7792867,-0.326242477937303,-0.755472091722495
1966,3,"Stellako","101529","51509","",NA,0,0,833,0,336316,0,0,22757,0,0,0,359073,359906,NA,"0.94",51509,20479,16182,41535,1.94176916075239,0,1,0,-0.323645532829145,132.2029342,-0.620906180289281,-1.39024168943291
1967,3,"Stellako","91480","32467","",NA,0,0,288,0,531886,0,0,18350,0,0,0,550236,550524,NA,"0.97",32467,51509,20479,16182,2.8301230882343,0,1,0,-0.4750702302964,202.78803,-0.847332823956462,-0.884403826383435
1968,3,"Stellako","30368","13680","",NA,0,0,85,0,125900,0,0,3837,0,0,0,129737,129822,NA,"0.97",13680,32467,51509,20479,2.24957441215374,0,1,0,-0.521399149570872,126.2276425,-0.916608852712042,-1.43306275173181
1969,3,"Stellako","49211","25629","",NA,0,0,131,0,235729,0,0,17385,0,0,0,253114,253245,NA,"0.93",25629,13680,32467,51509,2.29011545728882,0,1,0,-1.13222899677045,158.6269034,-1.82998794123917,-1.20087814232821
1970,3,"Stellako","45797","26727","",NA,0,0,1170,0,228808,0,0,4130,0,0,0,232938,234108,NA,"0.98",26727,25629,13680,32467,2.16509803332908,0,1,0,-0.486720928821962,133.9360774,-0.864754212987744,-1.37782136977888
1971,3,"Stellako","39691","20147","",NA,0,0,496,0,508759,12,0,0,0,0,0,508759,509267,NA,"1",20147,26727,25629,13680,3.22891903308425,0,0.999976436721798,2.35632782018077e-05,-0.272048257642474,228.2673373,-0.543752333933298,-0.701810061927384
1972,3,"Stellako","36700","20386","",NA,0,0,204,0,711226,0,0,44784,0,0,0,756010,756214,NA,"0.94",20386,20147,26727,25629,3.61320621285906,0,1,0,-0.467030653629713,199.0080226,-0.835311176288739,-0.911492701787741
1973,3,"Stellako","30404","15424","",NA,0,0,11,0,75813,0,0,10077,0,0,0,85890,85901,NA,"0.88",15424,20386,20147,26727,1.71714266990994,0,1,0,-0.620765507919166,279.1204321,-1.06519221718665,-0.337378725374824
1974,3,"Stellako","41275","23718","",NA,0,0,1823,0,281752,13,0,19534,0,0,0,301286,303122,NA,"0.94",23718,15424,20386,20147,2.54182572619715,0,0.999957112977613,4.28870223870257e-05,-0.737370003755164,234.0968415,-1.23955191590329,-0.660033764626305
1975,3,"Stellako","175941","68451","",NA,0,0,3852,0,1832708,0,0,64645,2919,0,0,1900272,1904124,NA,"0.96",68451,23718,15424,20386,3.32363415197161,0,0.998467011602186,0.00153298839781443,-0.22646546883755,319.9023766,-0.475592000442647,-0.0451208283913871
1976,3,"Stellako","150734","65299","",NA,0,0,150,0,216701,0,0,27506,0,0,0,244207,244357,NA,"0.89",65299,68451,23718,15424,1.31903950406499,0,1,0,0.428149265204432,244.4852059,0.503259003412012,-0.585587056165859
1977,3,"Stellako","23047","10894","",NA,0,0,74,0,209138,0,0,56488,0,0,0,265626,265700,NA,"0.79",10894,65299,68451,23718,3.19387712541599,0,1,0,0.0114386159865527,297.883815,-0.119851990111223,-0.202913660163208
1978,3,"Stellako","58898","32528","",NA,0,0,860,0,388505,0,0,48040,0,0,0,436545,437405,NA,"0.89",32528,10894,65299,68451,2.59679020586348,0,1,0,0.167214980449272,223.2043036,0.11308173838836,-0.738093559432469
1979,3,"Stellako","290042","152583","",NA,0,0,31,0,478737,0,0,145156,0,0,0,623893,623924,NA,"0.77",152583,32528,10894,65299,1.4082701690215,0,1,0,-0.0410747109308134,431.0079915,-0.198375616445481,0.751101464386378
1980,3,"Stellako","72050","28477","",NA,0,0,207,0,535944,0,0,219255,0,0,0,755199,755406,NA,"0.71",28477,152583,32528,10894,3.27788454676109,0,1,0,-0.548073692679124,308.7731516,-0.956495524888905,-0.124876807009707
1981,3,"Stellako","21826","12030","",NA,0,0,28,0,234136,0,0,51734,0,0,0,285870,285898,NA,"0.82",12030,28477,152583,32528,3.16813363204162,0,1,0,0.986431776779315,326.2901376,1.3380636120943,0.000656135389552768
1982,3,"Stellako","69420","34888","",NA,0,0,1900,0,309369,0,0,46504,0,0,0,355873,357773,NA,"0.87",34888,12030,28477,152583,2.32243099509112,0,1,0,-0.436006367904523,261.7616152,-0.788920296819124,-0.461778171833649
1983,3,"Stellako","121692","61357","",NA,0,0,1129,0,1097744,0,0,158607,0,0,0,1256351,1257480,NA,"0.87",61357,34888,12030,28477,3.01925750250801,0,1,0,-0.158169568282935,270.3310462,-0.373468556926089,-0.400366586066701
1984,3,"Stellako","60957","32672","",NA,0,0,170,0,744589,0,0,266430,0,0,0,1011019,1011189,NA,"0.74",32672,61357,34888,12030,3.43219557013561,0,1,0,-0.0220454342192144,212.1579015,-0.169920976421166,-0.817255999736889
1985,3,"Stellako","42099","21968","",NA,0,0,87,0,97659,0,0,30996,0,0,0,128655,128742,NA,"0.76",21968,32672,61357,34888,1.76754755408488,0,1,0,0.173810217363771,364.3859048,0.122943652486375,0.273663931911923
1986,3,"Stellako","77177","44611","",NA,0,0,23,0,445398,0,0,116424,0,0,0,561822,561845,NA,"0.79",44611,21968,32672,61357,2.53320460835931,0,1,0,0.0190167505233064,303.0355966,-0.108520340802256,-0.165994163690107
1987,3,"Stellako","211085","98179","",NA,0,0,14,0,353471,0,0,82191,0,0,0,435662,435676,NA,"0.81",98179,44611,21968,32672,1.49007437014134,0,1,0,0.551989801594467,486.0193237,0.688438815382928,1.14533220684225
1988,3,"Stellako","367702","200541","",NA,0,0,158,0,566227,0,0,425114,0,0,0,991341,991499,NA,"0.57",200541,98179,44611,21968,1.59803985739438,0,1,0,0.482530806047859,277.2341688,0.584576185989112,-0.350896358042266
1989,3,"Stellako","43179","15926","",NA,0,0,28,0,127212,0,0,95047,0,0,0,222259,222287,NA,"0.57",15926,200541,98179,44611,2.635890374677,0,1,0,-0.147952855331283,398.5924679,-0.358191418773287,0.518800310699286
1990,3,"Stellako","93920","56536","",NA,0,0,1145,0,861027,0,0,89664,0,0,0,950691,951836,NA,"0.91",56536,15926,200541,98179,2.82231148522288,0,1,0,1.20884967631982,453.748659,1.67064699728053,0.914069163475606
1991,3,"Stellako","94884","54400","fry leaving ",65558880,0,0,259,0,299039,0,0,37271,0,0,0,336310,336569,NA,"0.89",54400,56536,15926,200541,1.82166919979758,0,1,0,0.99077678508446,434.867605,1.34456074013018,0.778760825373417
1992,3,"Stellako","97979","55190","stream for lake",53022000,0,0,275,0,734393,0,0,133793,0,0,0,868186,868461,NA,"0.85",55190,54400,56536,15926,2.75562419996732,0,1,0,0.639499638063847,424.2513281,0.819293021407744,0.702680815000497
1993,3,"Stellako","91071","42858","brood year ",49770000,0,0,13,0,68158,0,0,241673,0,0,0,309831,309844,NA,"0.22",42858,55190,54400,56536,1.97813466213353,0,1,0,1.07509927168943,401.9695761,1.47064887467483,0.543001867356731
1994,3,"Stellako","136709","63628","t+1",39866000,0,0,127,0,593409,0,0,88649,704,0,0,682762,682889,NA,"0.87",63628,42858,55190,54400,2.37309271114274,0,0.998969085751857,0.00103091424814282,0.120484104655884,443.5715796,0.0432046606163351,0.841136598357789
1995,3,"Stellako","122676","41176","",21233000,0,0,75,0,127344,0,0,56540,0,0,0,183884,183959,NA,"0.69",41176,63628,42858,55190,1.49644956166835,0,1,0,1.07828784770654,501.0739726,1.47541677963161,1.25321916714494
1996,3,"Stellako","332207","167671","",36942000,0,0,16,0,635499,0,0,176479,0,0,0,811978,811994,NA,"0.78",167671,41176,63628,42858,1.57746952017051,0,1,0,1.11279740434061,381.8192568,1.52701921446417,0.398597523366641
1997,3,"Stellako","55357","23264","",24851000,0,0,0,0,68515,0,0,56658,0,0,0,125173,125173,NA,"0.55",23264,167671,41176,63628,1.68278967910594,0,1,0,-0.613229709710114,401.8196412,-1.05392387375015,0.541927380617668
1998,3,"Stellako","185641","97011","",79020000,0,0,73,0,504421,0,0,133503,0,0,0,637924,637997,NA,"0.79",97011,23264,167671,41176,1.88339477985641,0,1,0,0.451975591847156,382.8857158,0.538886713177102,0.406240147287113
1999,3,"Stellako","138137","66125","",24681000,0,0,0,0,143988,0,0,30474,0,0,0,174462,174462,NA,"0.83",66125,97011,23264,167671,0.970160062706789,0,1,0,-0.320505543112472,466.3283391,-0.6162109268426,1.00421961843369
2000,3,"Stellako","371604","195418","",75156000,0,0,0,0,647582,0,0,70089,0,0,0,717671,717671,NA,"0.9",195418,66125,97011,23264,1.30087039266759,0,1,0,-0.303752993532308,361.2705607,-0.591160696346846,0.251338269754108
2001,3,"Stellako","151409","61635","",48435000,0,0,0,0,203410,0,0,83718,0,0,0,287128,287128,NA,"0.71",61635,195418,66125,97011,1.53869821836217,0,1,0,0.793450806124152,594.4661709,1.04949751813507,1.92250082608639
2002,3,"Stellako","322711","177668","",60290000,0,0,47,0,224262,0,0,24066,0,0,0,248328,248375,NA,"0.9",177668,61635,195418,66125,0.334833812810753,0,1,0,1.29831849607427,344.0283572,1.80443048774611,0.12777451633204
2003,3,"Stellako","78093","43879","",30593000,0,0,5,0,34522,0,0,14605,0,0,0,49127,49132,NA,"0.7",43879,177668,61635,195418,0.112972936107249,0,1,0,1.11622422863784,548.7740497,1.53214337410944,1.59505485914324
2004,3,"Stellako","86688","53805","",NA,0,332,153,664,213103,0,0,32647,111,0,0,246856,247009,NA,"0.86",53805,43879,177668,61635,1.52343877101599,0.00403224174017951,0.995522430356789,0.000449376338513981,0.193756034548267,328.1716624,0.152768803309352,0.0141398102832349
2005,3,"Stellako","175299","102347","",NA,0,0,12,0,6640,0,0,4890,0,0,0,11530,11542,NA,"0.58",102347,53805,43879,177668,-2.18341666620965,0,1,0,-0.0293573233227009,657.1627969,-0.18085450665937,2.37180711315461
2006,3,"Stellako","147189","79884","",NA,0,111,87,0,391750,0,0,81630,0,0,0,473490,473577,NA,"0.83",79884,102347,53805,43879,1.77955521067237,0.000234386382784637,0.999767725206249,0,-1.22371083206251,407.2142707,-1.96678151103431,0.58058721138358
2007,3,"Stellako","41328","19649","",NA,0,0,20,0,113525,0,0,24716,0,0,0,138241,138261,NA,"0.82",19649,79884,102347,53805,1.95097209239082,0,1,0,-0.606579568402831,653.762543,-1.04397986064459,2.34743968619134
2008,3,"Stellako","159737","73837","",NA,0,0,454,0,259917,0,0,14564,0,0,0,274480,274934,NA,"0.95",73837,19649,79884,102347,1.31301843756665,0,1.00000363723657,0,0.05080020953687,435.5747755,-0.0609942630293026,0.783828660310486
2009,3,"Stellako","27793","15914","",NA,0,0,0,0,152682,0,0,49483,0,481,0,202647,202647,NA,"0.75",15914,73837,19649,79884,2.5442663241604,0,0.999995065310614,0,0.0112421376604466,577.8224288,-0.120145785830665,1.80322585958545
2010,3,"Stellako","204414","110264","",NA,0,0,12308,0,1500999,0,0,128893,0,0,0,1629892,1642200,NA,"0.92",110264,15914,73837,19649,2.69339154354482,0,1,0,-0.0692516316853746,355.8470816,-0.24050880675092,0.212471692509376
2011,3,"Stellako","85484","25968","",NA,0,0,0,0,42804,0,0,12476,0,0,0,55280,55280,NA,"0.77",25968,110264,15914,73837,0.755546168687179,0,1,0,0.362810721721245,549.4208599,0.405557721187562,1.59969013073505
2012,3,"Stellako","","50572","",NA,0,0,50,0,43903,0,0,6855,0,0,0,50758,50808,NA,"0.86",50572,25968,110264,15914,0.00367117751706087,0,1,0,0.510190324425971,381.53067615,0.625935700101141,0.396529451946478
2013,3,"Stellako","","54130","",NA,0,0,188,0,109354,0,0,30367,0,0,0,139721,139909,NA,"0.78",54130,50572,25968,110264,0.948259016275618,0,1,0,1.48932113747965,615.7924859,2.09003836907828,2.07533277288839
2014,3,"Stellako","","240406","",NA,0,0,393,0,289377,0,0,0,0,0,0,289377,289770,NA,"",240406,54130,50572,25968,0.18540117551144,0,1,0,1.52035005533724,381.53067615,2.13643617501504,0.396529451946478
1950,4,"Bowron","16146","7298","",NA,0,0,550,0,65365,0,0,9633,0,0,0,74998,75548,NA,"0.87",7298,240406,54130,50572,2.32986110849983,0,1,0,-0.634422090070314,179.7949782,-1.08616784307437,-1.04918020099449
1951,4,"Bowron","21731","10039","",NA,0,0,378,0,103443,0,0,0,0,0,0,103443,103821,NA,"1",10039,7298,240406,54130,2.33254322865384,0,1,0,-0.0905815455059216,294.413004,-0.272055616699716,-0.22778672436168
1952,4,"Bowron","18645","8568","",NA,0,0,8,0,36992,0,0,6304,0,0,0,43296,43304,NA,"0.85",8568,10039,7298,240406,1.62002591884293,0,1,0,-0.642065857835898,260.8135208,-1.09761032351414,-0.468572552996268
1953,4,"Bowron","13277","5734","",NA,0,0,3,0,70599,0,0,4977,0,0,0,75576,75579,NA,"0.93",5734,8568,10039,7298,2.57872540500566,0,1,0,-0.973261825373918,362.0339953,-1.59340029208784,0.256809313212578
1954,4,"Bowron","10515","4566","",NA,0,0,652,0,62971,0,0,3293,0,0,0,66264,66916,NA,"0.95",4566,5734,8568,10039,2.67500921518836,0,1,0,0.00693458248915148,187.0299165,-0.126077033706986,-0.997332063827736
1955,4,"Bowron","9350","4471","",NA,0,0,43,0,92623,0,0,4289,0,0,0,96912,96955,NA,"0.96",4471,4566,5734,8568,3.07619125298675,0,1,0,0.483746400203301,240.0020938,0.587695292319086,-0.617714629540566
1956,4,"Bowron","6994","3639","",NA,0,0,0,0,27586,0,0,10160,738,0,0,38484,38484,NA,"0.72",3639,4471,4566,5734,2.358533651869,0,0.980823199251637,0.019176800748363,1.34215097079264,125.0629748,1.87269999282817,-1.44140917407286
1957,4,"Bowron","12011","6416","",NA,0,0,0,0,41008,0,0,958,0,0,0,41966,41966,NA,"0.98",6416,3639,4471,4566,1.87806489606829,0,1,0,0.0981750566451328,182.1236784,0.010507092454667,-1.03249190838115
1958,4,"Bowron","14843","8297","",NA,0,0,43,0,17945,0,0,167,0,0,0,18112,18155,NA,"0.99",8297,6416,3639,4471,0.780680698338624,0,1,0,-0.0312903871022449,162.859114,-0.183298613466328,-1.17054861820395
1959,4,"Bowron","29247","14614","",NA,0,0,11,0,56454,0,0,5400,0,0,0,61854,61865,NA,"0.91",14614,8297,6416,3639,1.44279679597328,0,1,0,0.441754791719849,224.2375817,0.524835172357088,-0.730688721624771
1960,4,"Bowron","7620","3506","",NA,0,0,4,0,17278,0,0,451,0,0,0,17729,17733,NA,"0.97",3506,14614,8297,6416,1.6207259304172,0,1,0,-0.0517373006852008,146.2015324,-0.213907001358487,-1.28992276347664
1961,4,"Bowron","7449","3675","",NA,0,0,0,0,26835,0,0,1313,0,0,0,28148,28148,NA,"0.95",3675,3506,14614,8297,2.0359231714395,0,1,0,0.726493536728045,205.1036429,0.951080136897977,-0.867809322009527
