"BY","Stock.ID","stock_name","total_adult_spawner","total_effective_female_spawner","juv_type","juvenile_estimate","age.21","age.31","age.32","age.41","age.42","age.43","age.51","age.52","age.53","age.62","age.63","recruits_no_jacks","total_recruits_psc","total_recruits","prop_4s","efs","efs_lag1","efs_lag2","efs_lag3","lnRS","ocean_0","ocean_1","ocean_2","early_sst","np_pinks","early_sst_stnd","np_pinks_stnd"
1966,1,"E.Stuart",10830,"5959","",NA,0,0,1746,0,83040,0,0,0,0,0,0,83040,84786,84786,"1",5959,11242,1300,2590,2.65522775306382,0,1,0,-0.418756617146961,132.2029342,-0.650206935999129,-1.37277878023479
1967,1,"E.Stuart",21044,"11167","",NA,0,0,423,0,326142,0,0,13128,0,0,0,339270,339693,339693,"0.961305155",11167,5959,11242,1300,3.41507926807314,0,1,0,-0.570181314614217,202.78803,-0.876652993213973,-0.894234733668662
1968,1,"E.Stuart",1522,"793","",NA,0,0,11,0,10412,0,0,0,0,0,0,10412,10423,10423,"1",793,11167,5959,11242,2.57594696010447,0,1,0,-0.616510233888689,126.2276425,-0.945934961612804,-1.41328931913995
1969,1,"E.Stuart",109655,"48687","",NA,0,0,648,0,1366181,76,0,4452,4237,0,0,1374870,1375594,1375594,"0.996751866",48687,793,11167,5959,3.34122886281368,0,0.996864627208319,0.00313537279168127,-1.22531617265521,158.6269034,-1.8563657351164,-1.19363284292338
1970,1,"E.Stuart",32578,"15806","",NA,0,0,1212,0,178232,0,0,1312,1380,0,0,180924,182136,182136,"0.992692599",15806,48687,793,11167,2.44436404598694,0,0.992423244169192,0.00757675583080775,-0.580205455915052,133.9360774,-0.891643462486857,-1.36102863169696
1971,1,"E.Stuart",95940,"45612","",NA,0,0,311,0,423510,0,0,6993,396,0,0,430899,431210,431210,"0.983756211",45612,15806,48687,793,2.24642437062539,0,0.999081653950511,0.000918346049488648,-0.367333812960034,228.2673373,-0.573307384909858,-0.721493297521971
1972,1,"E.Stuart",4657,"2253","",NA,0,0,25,0,32207,0,0,0,0,0,0,32207,32232,32232,"1",2253,45612,15806,48687,2.66069708643894,0,1,0,-0.562141737947529,199.0080226,-0.864630314824659,-0.919861957330317
1973,1,"E.Stuart",299892,"153870","",NA,0,0,4591,0,1342456,67,0,3951,1017,0,0,1347424,1352082,1352082,"0.997065523",153870,2253,45612,15806,2.17329281558201,0,0.999198273477496,0.000801726522503813,-0.715970094686901,279.1204321,-1.09467089244577,-0.376725815234263
1974,1,"E.Stuart",39518,"21603","",NA,0,0,1242,0,141307,0,0,2218,477,0,0,144002,145244,145244,"0.984546246",21603,153870,2253,45612,1.90558289285448,0,0.996715871223596,0.00328412877640384,-0.830828309713791,234.0968415,-1.26643408805789,-0.681971150562695
1975,1,"E.Stuart",65752,"26248","",NA,0,0,150,0,220007,0,0,2852,76,0,0,222935,223085,223085,"0.987202671",26248,21603,153870,2253,2.13996306909533,0,0.999659322679696,0.00034067732030392,-0.322358255895497,319.9023766,-0.506049284093722,-0.100237464164191
1976,1,"E.Stuart",11761,"6792","",NA,0,0,43,0,28800,0,0,3034,0,0,0,31834,31877,31877,"0.904693095",6792,26248,21603,153870,1.54613929759919,0,1,0,0.333038180886616,244.4852059,0.474054632270779,-0.61154141067447
1977,1,"E.Stuart",117445,"53381","",NA,0,0,572,0,752467,0,0,8655,0,0,0,761122,761694,761694,"0.98862863",53381,6792,26248,21603,2.65809002282174,0,1,0,-0.0836724683312638,297.883815,-0.149109786038406,-0.249516167383426
1978,1,"E.Stuart",50004,"20005","",NA,0,0,202,0,71470,0,0,1180,0,0,0,72650,72852,72852,"0.983757743",20005,53381,6792,26248,1.2924477436271,0,1,0,0.0721038961314559,223.2043036,0.083843913918454,-0.755819023190231
1979,1,"E.Stuart",92746,"36172","",NA,0,0,34,0,89807,0,0,17889,206,0,0,107902,107936,107936,"0.833893552",36172,20005,53381,6792,1.09325312000101,0,0.998091461606878,0.00190853839312185,-0.13715342227057,431.0079915,-0.22908716990119,0.653022554085488
1980,1,"E.Stuart",16939,"7361","",NA,0,0,10,0,37950,0,0,25541,0,0,0,63491,63501,63501,"0.597722512",7361,36172,20005,53381,2.15485986072957,0,1,0,-0.643184776996941,308.7731516,-0.98582505362489,-0.175689998531154
1981,1,"E.Stuart",129457,"67227","",NA,0,0,46,0,331290,0,0,18805,0,0,0,350095,350141,350141,"0.946286008",67227,7361,36172,20005,1.65026097795204,0,1,0,0.891320692461498,326.2901376,1.30893081609456,-0.0569305172401742
1982,1,"E.Stuart",4557,"2158","",NA,0,0,13,0,26796,0,0,1007,0,0,0,27803,27816,27816,"0.963780887",2158,67227,7361,36172,2.55642952786962,0,1,0,-0.531117452222339,261.7616152,-0.818235457856923,-0.494412961348846
1983,1,"E.Stuart",23867,"13121","",NA,0,0,423,0,176760,4,0,10949,760,0,0,188469,188896,188896,"0.941670351",13121,2158,67227,7361,2.6669825989347,0,0.995955446383195,0.00404455361680501,-0.252730091241989,270.3310462,-0.401924767944022,-0.436314999717841
1984,1,"E.Stuart",45201,"21868","",NA,0,0,240,0,209867,12,0,29536,2385,0,0,241788,242040,242040,"0.876626442",21868,13121,2158,67227,2.40407862072137,0,0.990096678235002,0.00990332176499752,-0.115216896999911,212.1579015,-0.196282483878233,-0.830710045168989
1985,1,"E.Stuart",234219,"116610","",NA,0,0,2414,0,1179879,0,0,26057,527,0,0,1206463,1208877,1208877,"0.978392717",116610,21868,13121,2158,2.33861207493429,0,0.999564058212705,0.000435941787295151,0.0786316521053586,364.3859048,0.0936057600867155,0.201346423327908
1986,1,"E.Stuart",28584,"15219","",NA,0,0,56,0,128280,0,0,17603,3,0,0,145886,145942,145942,"0.879334809",15219,116610,21868,13121,2.26066463525293,0,0.999979443888668,2.0556111331899e-05,-0.0760833779411354,303.0355966,-0.13776078138173,-0.214588759749463
1987,1,"E.Stuart",148194,"75970","",NA,0,0,8,0,494847,0,0,31065,0,0,0,525912,525920,525920,"0.940931182",75970,15219,116610,21868,1.93481058440078,0,1,0,0.45687871727665,486.0193237,0.659250321335693,1.02598153670943
1988,1,"E.Stuart",179807,"88069","",NA,0,0,33,0,319342,0,0,59894,0,0,663,379899,379932,379932,"0.842066681",88069,75970,15219,116610,1.46187169119041,0,0.998254950885948,0.00174504911405199,0.386319496775328,277.2341688,0.553733470056315,-0.389514068366749
1989,1,"E.Stuart",384799,"211039","",NA,0,0,420,0,1091749,0,0,45932,688,0,0,1138369,1138789,1138789,"0.959626644",211039,88069,75970,15219,1.68567774554718,0,0.999395849450601,0.000604150549399406,-0.242244226654176,398.5924679,-0.386243820700179,0.433255822039717
1990,1,"E.Stuart",97035,"47063","fry leaving ",27908219,0,0,2,0,156963,0,0,9121,0,0,0,166084,166086,166086,"0.945082007",47063,211039,88069,75970,1.26101859681892,0,1,0,1.113738592002,453.748659,1.64154271657958,0.807196901002854
1991,1,"E.Stuart",141119,"85454","stream for lake",56034423,0,0,514,0,129192,0,0,14581,172,0,0,143945,144459,144459,"0.898583183",85454,47063,211039,88069,0.525017510800716,0,0.99880935075004,0.0011906492499602,0.895247452895016,434.867605,1.31480303794918,0.679189481275112
1992,1,"E.Stuart",66098,"36564","brood year ",14209159,0,0,10,0,80797,0,0,19569,0,0,0,100366,100376,100376,"0.805023614",36564,85454,47063,211039,1.00985898506583,0,1,0,0.544388553746031,424.2513281,0.7901157466425,0.60721456858834
1993,1,"E.Stuart",688013,"386816","t+1",498394567,0,0,847,0,1652166,0,0,161770,0,0,0,1813936,1814783,1814783,"0.910818243",386816,36564,85454,47063,1.54577205255236,0,1,0,0.979988187371609,401.9695761,1.44152744637578,0.456151519855284
1994,1,"E.Stuart",29125,"14498","",12509636,0,0,6,0,27990,0,0,1034,0,0,0,29024,29030,29030,"0.964374311",14498,386816,36564,85454,0.694319069157853,0,1,0,0.02438458782327,443.5715796,0.0124827066639709,0.738199604858351
1995,1,"E.Stuart",122856,"57322","",44420729,0,0,20,0,170595,0,0,18985,0,0,0,189580,189600,189600,"0.89985758",57322,14498,386816,36564,1.19623209563435,0,1,0,0.983176763388719,501.0739726,1.44629576012698,1.12804717142432
1996,1,"E.Stuart",87570,"41063","",30930914,0,0,0,0,359206,0,0,104940,0,0,0,464146,464146,464146,"0.773907348",41063,57322,14498,386816,2.4250916851743,0,1,0,1.0176863200228,381.8192568,1.49790261929016,0.319538893235863
1997,1,"E.Stuart",266941,"73417","",30074781,0,0,1,0,109249,0,0,38121,201,0,0,147571,147572,147572,"0.741324557",73417,41063,57322,14498,0.698160675840681,0,0.998637952999214,0.00136204700078606,-0.706889934341724,401.8196412,-1.08109208698381,0.455135009883111
1998,1,"E.Stuart",32570,"9375","",5505462,0,0,2,0,24341,0,0,4349,0,0,0,28690,28692,28692,"0.848414082",9375,73417,41063,57322,1.11857176640771,0,1,0,0.356864507529339,382.8857158,0.509685396712783,0.326769139218711
1999,1,"E.Stuart",24552,"8189","",6104258,0,0,0,0,25927,0,0,4639,0,0,0,30566,30566,30566,"0.84823006",8189,9375,73417,41063,1.31709648981759,0,1,0,-0.415616627430288,466.3283391,-0.645511279987074,0.892483050314298
2000,1,"E.Stuart",89858,"35334","",35070706,0,0,0,0,132457,0,0,3417,0,0,0,135874,135874,135874,"0.974851701",35334,8189,9375,73417,1.34688231251819,0,1,0,-0.398864077850125,361.2705607,-0.620458901714735,0.180225401174958
2001,1,"E.Stuart",170981,"82849","",51804034,0,0,5,0,216279,0,0,35722,0,0,0,252001,252006,252006,"0.858246594",82849,35334,8189,9375,1.1124332229581,0,1,0,0.698339721806336,594.4661709,1.02033998082606,1.76121597265144
2002,1,"E.Stuart",24637,"12939","",11603591,0,0,0,0,20266,0,0,4300,0,0,19,24585,24585,24585,"0.824961329",12939,82849,35334,8189,0.641890494530087,0,0.999227171039252,0.000772828960748424,1.203066684033,344.0283572,1.7751272280713,0.0633288560744758
2003,1,"E.Stuart",13166,"6932","",6457973,0,0,0,0,8431,0,0,1588,12,0,0,10031,10031,10031,"0.841501148",6932,12939,82849,35334,0.369531926047989,0,0.998803708503639,0.00119629149636128,1.02000525324589,548.7740497,1.50137043724917,1.45143821677514
2004,1,"E.Stuart",9281,"5253","",5855048,0,0,0,0,32387,0,0,5077,0,0,0,37464,37464,37464,"0.864483237",5253,6932,12939,82849,1.96458112990942,0,1,0,0.0950085306071674,328.1716624,0.118096346023155,-0.0441743896001728
2005,1,"E.Stuart",98537,"51183","",31630751,0,0,49,0,76119,0,0,7852,1021,0,0,84992,85041,85041,"0.906491527",51183,5253,6932,12939,0.507726047475826,0,0.98799402641079,0.0120059735892099,-0.13881111502777,657.1627969,-0.231566144567939,2.18627875356904
2006,1,"E.Stuart",35816,"15914","",12292381,0,0,0,0,96107,0,0,12590,0,0,0,108697,108697,108697,"0.884173436",15914,51183,5253,6932,1.92136496989492,0,1,0,-1.31909933704245,407.2142707,-1.99661252552662,0.491708847481487
2007,1,"E.Stuart",5347,"2376","",1170443,0,0,0,0,12528,0,0,147,0,0,0,12675,12675,12675,"0.988402367",2376,15914,51183,5253,1.67421314797685,0,1,0,-0.701690652720648,653.762543,-1.07331689018213,2.16322613541762
2008,1,"E.Stuart",29867,"14446","",NA,0,0,1,0,183796,0,0,9161,131,0,0,193088,193089,193089,"0.952523101",14446,2376,15914,51183,2.59273366288028,0,0.999321556380736,0.000678443619263656,-0.0443378973111144,435.5747755,-0.0902874230505177,0.683983867807378
2009,1,"E.Stuart",45297,"21677","",NA,0,0,3,0,172827,0,0,18102,0,0,0,190929,190932,190932,"0.905189887",21677,14446,2376,15914,2.17566555310093,0,1,0,-0.0838688911806388,577.8224288,-0.149403523985596,1.64837680165839
2010,1,"E.Stuart",75046,"42573","",NA,0,0,53,0,109754,0,0,26470,0,0,0,136224,136277,136277,"0.805687691",42573,21677,14446,2376,1.16346932952834,0,1,0,-0.164362716003191,355.8470816,-0.269776947648211,0.143455972649499
2011,1,"E.Stuart",757,"233","",NA,0,0,7,0,2258,0,0,235,0,0,0,2493,2500,2500,"0.905736061",233,42573,21677,14446,2.37300755729059,0,1,0,0.267699637403428,549.4208599,0.376344973256086,1.45582338005869
2012,1,"E.Stuart",NA,"6812","",NA,0,0,9,0,17601,0,0,2129,0,0,0,19731,19740,19739,"0.892093259",6812,233,42573,21677,1.06391061136041,0,1,0,0.415079240108154,432,0.596741847112097,0.659748049835513
2013,1,"E.Stuart",NA,"39658","",NA,0,0,4,0,20168,0,0,5449.90359,0,0,0,25617.66629,25621.66629,25621.90359,"0.787261921",39658,6812,233,42573,-0.436845098531435,0,1,0,1.39421005316183,513,2.06097004648832,1.20890176752241
2014,1,"E.Stuart",NA,"23298","",NA,0,0,10,0,89230.78217,0,0,23000,0,0,0,112230.7822,112240.7822,112240.7822,"0.795065137",23298,39658,6812,233,1.57227888478735,0,0.999999999732717,0,1.42523897063848,701,2.1073718299474,2.48348076659818
2015,1,"E.Stuart",NA,"4060","",NA,0,0,0,0,3000,0,0,1428.571429,0,0,0,4428.571429,4428.571429,4428.571429,"0.677419355",4060,23298,39658,6812,0.0868940819129658,0,1,0,0.503962606011743,639,0.729661298809891,2.06314088392426
2016,1,"E.Stuart",NA,"3651","",NA,0,0,0,0,14571.42857,0,0,2384.805831,0,0,0,14571.42857,14571.42857,16956.2344,"0.859355222",3651,4060,23298,39658,1.53563447473644,0,1.00000000005898,0,0.861214011778468,315,1.26390817942743,-0.133473986823343
1950,2,"L.Stuart",5843,"1834","",NA,0,0,591,0,36671,0,0,2419,0,0,0,39090,39681,39681,"0.938117166",1834,3651,4060,23298,3.07437310987775,0,1,0,-0.729533174388131,179.7949782,-1.1145944271491,-1.05012016424814
1951,2,"L.Stuart",4364,"1247","",NA,0,0,0,0,56085,0,0,7559,166,0,0,63810,63810,63810,"0.881229967",1247,1834,3651,4060,3.93516925118236,0,0.997398526876665,0.0026014731233349,-0.187127301440205,294.413004,-0.304628820770801,-0.273047139778964
1952,2,"L.Stuart",35,"16","",NA,0,0,86,0,3858,0,0,29,0,0,0,3887,3973,3973,"0.992539233",16,1247,1834,3651,5.51468803357482,0,1,0,-0.737176942153715,260.8135208,-1.12600873754293,-0.50084073374981
1953,2,"L.Stuart",368634,"78689","",NA,0,0,830,0,1548072,0,0,1470,1867,0,0,1551409,1552239,1552239,"0.999051333",78689,16,1247,1834,2.98195030936145,0,0.998797221304193,0.00120277869580651,-1.06719395033465,362.0339953,-1.61881760905027,0.185401240049042
1954,2,"L.Stuart",5470,"2687","",NA,0,0,150,0,135111,0,0,2704,0,0,0,137815,137965,137965,"0.980379494",2687,78689,16,1247,3.93857470016764,0,1,0,-0.088176501828665,187.0299165,-0.15686724884425,-1.00106963011628
1955,2,"L.Stuart",7582,"3274","",NA,0,0,29,0,50196,0,0,1120,0,0,0,51316,51345,51345,"0.978174449",3274,2687,78689,16,2.75255508170132,0,1,0,0.388635315885484,240.0020938,0.555147853359956,-0.641935456063632
1956,2,"L.Stuart",913,"466","",NA,0,0,0,0,13472,0,0,32630,0,0,0,46102,46102,46102,"0.292221596",466,3274,2687,78689,4.59442597786598,0,1,0,1.27136178083822,125.0629748,1.87330850041522,-1.42118538824273
1957,2,"L.Stuart",531108,"300029","",NA,0,0,874,0,1327094,0,0,1916,0,0,0,1329010,1329884,1329884,"0.998558325",300029,466,3274,2687,1.48896786271603,0,1,0,0.00306397232731629,182.1236784,-0.0206193767953284,-1.03433233249248
1958,2,"L.Stuart",23619,"13152","",NA,0,0,672,0,53044,0,0,961,0,0,0,54005,54677,54677,"0.982205351",13152,300029,466,3274,1.42486930736965,0,1,0,-0.126401471420061,162.859114,-0.213947955779847,-1.16493982829345
1959,2,"L.Stuart",8225,"4090","",NA,0,0,67,0,6092,0,0,1233,0,0,0,7325,7392,7392,"0.831672355",4090,13152,300029,466,0.591853364284673,0,1,0,0.346643707402033,224.2375817,0.492442487646919,-0.748813732943078
1960,2,"L.Stuart",2396,"1307","",NA,0,0,27,0,6658,0,0,2932,0,0,0,9590,9617,9617,"0.694264859",1307,4090,13152,300029,1.99579793108826,0,1,0,-0.146848385003017,146.2015324,-0.244480989407921,-1.27787282660596
1961,2,"L.Stuart",410887,"194469","",NA,0,0,143,0,770385,0,0,7535,415,0,0,778335,778478,778478,"0.990313914",194469,1307,4090,13152,1.38706796407914,0,0.999466908506085,0.00053309149391505,0.630687124233344,205.1036429,0.916599765113611,-0.87853562956053
1962,2,"L.Stuart",18643,"9073","",NA,0,0,45,0,43107,0,0,1917,0,0,0,45024,45069,45069,"0.957422708",9073,194469,1307,4090,1.6028916785609,0,1,0,-0.672949327069746,161.1151013,-1.03009871556072,-1.17676366851442
1963,2,"L.Stuart",3222,"1092","",NA,0,0,25,0,11911,0,0,113,0,0,0,12024,12049,12049,"0.990602129",1092,9073,194469,1307,2.40097079161843,0,1,0,-1.04893249717038,175.2447665,-1.59154808686543,-1.08096912315329
1964,2,"L.Stuart",1816,"824","",NA,0,0,60,0,1806,0,0,1235,0,0,0,3041,3101,3101,"0.593883591",824,1092,9073,194469,1.32530938919098,0,1,0,-0.24605374269083,172.0482063,-0.392622688646675,-1.10264076411181
1965,2,"L.Stuart",214943,"122789","",NA,0,0,228,0,1102448,0,0,21752,91,0,0,1124291,1124519,1124519,"0.98065113",122789,824,1092,9073,2.21464323250143,0,0.999919076511824,8.09234881758334e-05,-0.221713766949539,220.7792867,-0.356276210494842,-0.77225985091972
1966,2,"L.Stuart",9027,"4164","",NA,0,0,274,0,71954,0,0,1851,0,0,0,73805,74079,74079,"0.974920398",4164,122789,824,1092,2.878655940574,0,1,0,-0.418756617146961,132.2029342,-0.650516998809435,-1.37277878023479
1967,2,"L.Stuart",1629,"897","",NA,0,0,224,0,6294,0,0,10038,0,0,0,16332,16556,16556,"0.385378398",897,4164,122789,824,2.91544799080983,0,1,0,-0.570181314614217,202.78803,-0.876636963621268,-0.894234733668662
1968,2,"L.Stuart",389,"179","",NA,0,0,0,0,27393,0,0,3906,0,0,0,31299,31299,31299,"0.875203681",179,897,4164,122789,5.16395562129532,0,1,0,-0.616510233888689,126.2276425,-0.945819162901402,-1.41328931913995
1969,2,"L.Stuart",207014,"114306","",NA,0,0,2756,0,1602892,54,0,19888,0,0,0,1622780,1625590,1625590,"0.987744488",114306,179,897,4164,2.65474704292909,0,0.999966781291716,3.32187082843768e-05,-1.22731863814407,158.6269034,-1.85792912374094,-1.19363284292338
1970,2,"L.Stuart",14978,"8027","",NA,0,0,318,0,70520,0,0,0,0,0,0,70520,70838,70838,"1",8027,114306,179,897,2.17758472072972,0,1,0,-0.581832013139779,133.9360774,-0.894034756614732,-1.36102863169696
1971,2,"L.Stuart",1535,"725","",NA,0,0,1243,0,65527,0,0,0,0,0,0,65527,66770,66770,"1",725,8027,114306,179,4.52283750199724,0,1,0,-0.367154747427588,228.2673373,-0.573460790936261,-0.721493297521971
1972,2,"L.Stuart",7341,"3411","",NA,0,0,0,0,16180,0,0,2586,0,0,0,18766,18766,18766,"0.862197591",3411,725,8027,114306,1.70504121843135,0,1,0,-0.562141737947529,199.0080226,-0.864631598424044,-0.919861957330317
1973,2,"L.Stuart",214230,"116706","",NA,0,0,290,0,658158,0,0,5807,1843,0,0,665808,666098,666098,"0.991254057",116706,3411,725,8027,1.74177885500985,0,0.997233139868308,0.00276686013169233,-0.716199281076174,279.1204321,-1.09468314756965,-0.376725815234263
1974,2,"L.Stuart",14190,"7371","",NA,0,0,855,0,48593,0,0,1268,0,0,0,49861,50716,50716,"0.974569303",7371,116706,3411,725,1.92868806045855,0,1,0,-0.832502957081179,234.0968415,-1.26835747920518,-0.681971150562695
1975,2,"L.Stuart",14229,"5679","",NA,0,0,541,0,214097,0,0,478,0,0,0,214575,215116,215116,"0.997772341",5679,7371,116706,3411,3.63440225661947,0,1,0,-0.322581610689229,319.9023766,-0.506900472313137,-0.100237464164191
1976,2,"L.Stuart",2898,"1674","",NA,0,0,0,0,3339,0,0,0,0,0,0,3339,3339,3339,"1",1674,5679,7371,116706,0.690455388894234,0,1,0,0.333038180886616,244.4852059,0.472125582753794,-0.61154141067447
1977,2,"L.Stuart",146459,"75890","",NA,0,0,104,0,1313861,0,0,43776,0,0,0,1357637,1357741,1357741,"0.96775574",75890,1674,5679,7371,2.88429264486365,0,1,0,-0.0836724683312638,297.883815,-0.150141451051827,-0.249516167383426
1978,2,"L.Stuart",12738,"7115","",NA,0,0,699,0,69820,0,0,8928,0,0,0,78748,79447,79447,"0.886625692",7115,75890,1674,5679,2.41288490113077,0,1,0,0.0721038961314559,223.2043036,0.0824767852067745,-0.755819023190231
1979,2,"L.Stuart",31918,"16711","",NA,0,0,0,0,6854,0,0,0,0,0,0,6854,6854,6854,"1",16711,7115,75890,1674,-0.891234761768829,0,1,0,-0.13618579524863,431.0079915,-0.228558722694551,0.653022554085488
1980,2,"L.Stuart",946,"286","",NA,0,0,0,0,21440,0,0,0,0,0,0,21440,21440,21440,"1",286,16711,7115,75890,4.31702180436489,0,1,0,-0.643184776996941,308.7731516,-0.985651811405217,-0.175689998531154
1981,2,"L.Stuart",249494,"120124","",NA,0,0,0,0,1978010,0,0,55891,0,0,0,2033901,2033901,2033901,"0.972520295",120124,286,16711,7115,2.82918636026359,0,1,0,0.891320692461498,326.2901376,1.30579950770697,-0.0569305172401742
1982,2,"L.Stuart",16758,"8681","",NA,0,0,193,0,52097,0,0,8699,0,0,0,60796,60989,60989,"0.856914929",8681,120124,286,16711,1.94955679063376,0,1,0,-0.531117452222339,261.7616152,-0.818303552115685,-0.494412961348846
1983,2,"L.Stuart",2246,"1451","",NA,0,0,0,0,14195,0,0,3717,32,0,0,17944,17944,17944,"0.792485485",1451,8681,120124,286,2.51500282331586,0,0.998216674097191,0.00178332590280874,-0.253037898906478,270.3310462,-0.403052012159532,-0.436314999717841
1984,2,"L.Stuart",1228,"672","",NA,0,0,222,0,14522,0,0,0,0,0,0,14522,14744,14744,"1",672,1451,8681,120124,3.08833315882651,0,1,0,-0.117156518537031,212.1579015,-0.200142622465248,-0.830710045168989
1985,2,"L.Stuart",274621,"159101","",NA,0,0,7755,0,3367086,0,0,132788,0,0,0,3499874,3507629,3507629,"0.962059206",159101,672,1451,8681,3.09315636895334,0,1,0,0.0786991330459546,364.3859048,0.0923253420404748,0.201346423327908
1986,2,"L.Stuart",28715,"15044","",NA,0,0,264,0,725126,0,0,91171,0,0,0,816297,816561,816561,"0.888311485",15044,159101,672,1451,3.99412237813615,0,1,0,-0.0760943337945101,303.0355966,-0.138825149659443,-0.214588759749463
1987,2,"L.Stuart",6472,"2393","",NA,0,0,984,0,283932,0,0,95155,0,0,0,379087,380071,380071,"0.748989018",2393,15044,159101,672,5.06781026844665,0,1,0,0.45687871727665,486.0193237,0.657054581782161,1.02598153670943
1988,2,"L.Stuart",7117,"3638","",NA,0,0,1552,0,207234,0,0,0,0,0,0,207234,208786,208786,"1",3638,2393,15044,159101,4.04987572385618,0,1,0,0.387419721730042,277.2341688,0.553332626965243,-0.389514068366749
1989,2,"L.Stuart",575697,"327096","",NA,0,0,20256,0,5162734,0,0,144134,0,0,0,5306868,5327124,5327124,"0.972840101",327096,3638,2393,15044,2.79031307849496,0,1,0,-0.2430639396491,398.5924679,-0.388158065834821,0.433255822039717
1990,2,"L.Stuart",189079,"111747","",NA,0,0,440,0,372685,44,0,16654,0,0,0,389339,389823,389823,"0.957224938",111747,327096,3638,2393,1.24945540245477,0,0.999887128260775,0.000112871739225238,1.11371397773549,453.748659,1.63789567617656,0.807196901002854
1991,2,"L.Stuart",76860,"40200","",NA,0,0,354,0,91441,0,0,17786,0,0,0,109227,109581,109581,"0.837164804",40200,111747,327096,3638,1.00279700619653,0,1,0,0.895665700766644,434.867605,1.312287835843,0.679189481275112
1992,2,"L.Stuart",19513,"12422","",NA,0,0,0,0,128970,0,0,6429,0,0,0,135399,135399,135399,"0.952518113",12422,40200,111747,327096,2.38875688078942,0,1,0,0.544388553746031,424.2513281,0.787731555050835,0.60721456858834
1993,2,"L.Stuart",1363826,"744565","",NA,0,0,4082,0,3249145,0,0,511029,0,0,0,3760174,3764256,3764256,"0.864094321",744565,12422,40200,111747,1.62050535591447,0,1,0,0.979988187371609,401.9695761,1.43820519293782,0.456151519855284
1994,2,"L.Stuart",76462,"40717","",NA,0,0,0,0,108011,0,0,7429,0,0,0,115440,115440,115440,"0.935646223",40717,744565,12422,40200,1.04210521880773,0,1,0,0.02438458782327,443.5715796,0.0112183412675005,0.738199604858351
1995,2,"L.Stuart",34362,"17181","",NA,0,0,1366,0,92713,0,0,39375,0,0,0,132088,133454,133454,"0.701903277",17181,40717,744565,12422,2.04995272709445,0,1,0,0.983176763388719,501.0739726,1.44296664010495,1.12804717142432
1996,2,"L.Stuart",62991,"27297","",NA,0,0,607,0,810002,0,0,212391,0,0,0,1022393,1023000,1023000,"0.792260902",27297,17181,40717,744565,3.62371795990896,0,1,0,1.0176863200228,381.8192568,1.49449918309357,0.319538893235863
1997,2,"L.Stuart",907652,"415149","",NA,0,0,81,0,351715,0,0,79099,0,0,0,430814,430895,430895,"0.816396403",415149,27297,17181,40717,0.0372269489969169,0,1,0,-0.708340794027931,401.8196412,-1.08294820046693,0.455135009883111
1998,2,"L.Stuart",138397,"67836","",NA,0,0,312,0,264390,0,0,12560,0,0,0,276950,277262,277262,"0.954648854",67836,415149,27297,17181,1.40786988004892,0,1,0,0.356864507529339,382.8857158,0.50770503730884,0.326769139218711
1999,2,"L.Stuart",61574,"33801","",NA,0,0,23,0,117520,0,0,16079,0,0,0,133599,133622,133622,"0.879647303",33801,67836,415149,27297,1.37452453035436,0,1,0,-0.415616627430288,466.3283391,-0.645828104751072,0.892483050314298
2000,2,"L.Stuart",454397,"226267","",NA,0,0,1827,0,868657,0,0,42459,879,0,0,911995,913822,913822,"0.953398909",226267,33801,67836,415149,1.39592008625051,0,0.999038105889331,0.000961894110669255,-0.397808683977032,361.2705607,-0.619235801022731,0.180225401174958
2001,2,"L.Stuart",351569,"179540","",NA,0,0,29,0,415504,0,0,89810,0,0,0,505314,505343,505343,"0.822268926",179540,226267,33801,67836,1.0348393823103,0,1,0,0.698339721806336,594.4661709,1.01762425608835,1.76121597265144
2002,2,"L.Stuart",34498,"17820","",NA,0,0,20,0,121483,0,0,4449,0,0,0,125932,125952,125952,"0.96467141",17820,179540,226267,33801,1.95557945994707,0,1,0,1.20320741175646,344.0283572,1.77153472244962,0.0633288560744758
2003,2,"L.Stuart",36647,"19212","",NA,0,0,11,0,15962,0,0,5810,0,0,0,21772,21783,21783,"0.733143487",19212,17820,179540,226267,0.125594765263642,0,1,0,1.02111314432002,548.7740497,1.49961640242744,1.45143821677514
2004,2,"L.Stuart",83418,"51370","",NA,0,0,220,0,263681,0,0,19017,0,0,0,282698,282918,282918,"0.932730334",51370,19212,17820,179540,1.70610275852747,0,1,0,0.0950085306071674,328.1716624,0.116679892284441,-0.0441743896001728
2005,2,"L.Stuart",293124,"164657","",NA,0,0,89,0,104604,0,0,14988,0,0,0,119592,119681,119681,"0.874673891",164657,51370,19212,17820,-0.319034652536965,0,1,0,-0.124468407640517,657.1627969,-0.211061344010958,2.18627875356904
2006,2,"L.Stuart",27504,"14283","",NA,0,0,37,0,169398,0,0,5288,0,0,0,174685,174722,174723,"0.969728541",14283,164657,51370,19212,2.50413184385831,0,1,0,-1.31909933704245,407.2142707,-1.99498370435052,0.491708847481487
2007,2,"L.Stuart",8487,"4144","",NA,0,0,48,0,5173,0,0,8547,0,0,0,13720,13768,13768,"0.377040816",4144,14283,164657,51370,1.20068555395206,0,1,0,-0.701690652720648,653.762543,-1.07301765582297,2.16322613541762
