"","X","X5","X25","X40","X60","X75","X90","agent","stock"
"213","b.prev_std.Stock.Chilko.",-0.843585322976328,-0.363926816073344,-0.170578803405862,0.0340418665030925,0.20606575184157,0.474709569527941,"pa_kab","Chilko"
"214","b.prev_std.Stock.E.Stuart.",-0.85057639156343,-0.396806446381112,-0.209678680575387,0.0084567330269144,0.176231904273865,0.443803013779222,"pa_kab","E.Stuart"
"215","b.prev_std.Stock.Fennell.",-1.27492431081758,-0.786596725153362,-0.602404348402035,-0.379967787094552,-0.210173261725333,0.0547013063123257,"pa_kab","Fennell"
"216","b.prev_std.Stock.Gates.",-0.870665175180488,-0.425321522772954,-0.241381979893831,-0.0268345864613942,0.153614005719057,0.439063703397511,"pa_kab","Gates"
"217","b.prev_std.Stock.Harrison.",-0.817507610027116,-0.329462824794484,-0.152197130523401,0.0613331368510484,0.256907909085182,0.512154081420675,"pa_kab","Harrison"
"218","b.prev_std.Stock.L.Shuswap.",-1.17943870277541,-0.689226730319433,-0.512219583521041,-0.309040445860991,-0.146666395663567,0.130708907871209,"pa_kab","L.Shuswap"
"219","b.prev_std.Stock.L.Stuart.",-0.981015224902699,-0.506784545048852,-0.330089618904981,-0.137013175200878,0.0365039323699541,0.293090003920921,"pa_kab","L.Stuart"
"220","b.prev_std.Stock.Nadina.",-0.963731901643467,-0.487366961360905,-0.313091586189728,-0.108686375653417,0.0597328946199305,0.31462068364956,"pa_kab","Nadina"
"221","b.prev_std.Stock.Pitt.",-0.654314896698196,-0.160950756004714,0.0385569726093396,0.271325395765748,0.470819239163336,0.774897846175438,"pa_kab","Pitt"
"222","b.prev_std.Stock.Portage.",-1.29368975778439,-0.83248661242524,-0.644291671384796,-0.437323769149125,-0.265792209628967,0.00486406741596021,"pa_kab","Portage"
"223","b.prev_std.Stock.Quesnel.",-0.937040474005001,-0.507605807631341,-0.323352047845793,-0.123163127366219,0.0637293310000519,0.328957255647677,"pa_kab","Quesnel"
"224","b.prev_std.Stock.Raft.",-0.768498151001624,-0.328754703519278,-0.162576972747539,0.0446301562130235,0.235071837958641,0.520321328401272,"pa_kab","Raft"
"225","b.prev_std.Stock.Scotch.",-1.21207698578677,-0.726157495867727,-0.546095738950988,-0.333811034727885,-0.169158709783401,0.0657861337827974,"pa_kab","Scotch"
"226","b.prev_std.Stock.Seymour.",-1.10450118383658,-0.635200995325157,-0.461004459974465,-0.249805102899506,-0.0899508831318733,0.181239323120392,"pa_kab","Seymour"
"227","b.prev_std.Stock.Stellako.",-1.12762752859257,-0.657284120831894,-0.489154994501271,-0.269967450472491,-0.108943024420176,0.153068073326865,"pa_kab","Stellako"
"228","b.prev_std.Stock.Weaver.",-1.59699773772677,-1.11025197161415,-0.894327954536126,-0.662632337820161,-0.471631466071773,-0.185123361770692,"pa_kab","Weaver"
"229","prev_std",-0.913499562275165,-0.459617347512227,-0.317416772472962,-0.153681479501913,-0.0129474632294709,0.212128676047465,"pa_min","Global"
"230","b.prev_std.Stock.Birkenhead.",-0.919942233080685,-0.479822744257278,-0.322876790191057,-0.146094644061891,-0.00395925207471588,0.243588786766226,"pa_min","Birkenhead"
